activity_year,county_code,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,loan_purpose,loan_amount,loan_term,income,applicant_age,denial_reason-1
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,1,195000.0,180,83.0,25-34,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,3,1,165000.0,360,84.0,25-34,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,Race Not Available,Joint,3,0,1,245000.0,360,84.0,25-34,9
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,4,0,1,445000.0,360,273.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,1,415000.0,360,284.0,35-44,7
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,1,185000.0,360,56.0,25-34,7
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Male,1,2,1,555000.0,360,307.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,1,205000.0,240,59.0,55-64,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,1,115000.0,360,350.0,45-54,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,1,325000.0,360,98.0,25-34,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,32,205000.0,360,83.0,45-54,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,2,1,135000.0,360,44.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,1,255000.0,360,116.0,25-34,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,85000.0,180,111.0,35-44,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,1,155000.0,360,48.0,45-54,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,1,565000.0,360,200.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,1,255000.0,360,116.0,25-34,3
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,1,445000.0,360,76.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,1,275000.0,360,89.0,>74,1
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,31,135000.0,360,59.0,>74,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,1,475000.0,360,310.0,35-44,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,1,345000.0,360,101.0,25-34,7
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,Race Not Available,Joint,1,1,1,235000.0,360,77.0,25-34,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,1,215000.0,360,44.0,35-44,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,4,0,31,135000.0,360,144.0,55-64,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,32,205000.0,360,36.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,1,305000.0,180,180.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,4,0,1,455000.0,360,0.0,>74,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,1,215000.0,360,75.0,35-44,7
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,32,405000.0,360,156.0,35-44,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,2,32,205000.0,360,69.0,45-54,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,1,285000.0,360,52.0,35-44,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,1,265000.0,360,56.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,31,845000.0,180,557.0,55-64,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,31,305000.0,360,,45-54,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,1,205000.0,360,76.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,1,55000.0,360,31.0,65-74,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,32,85000.0,180,60.0,35-44,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,31,285000.0,360,,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,1,195000.0,360,77.0,25-34,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,1,375000.0,360,210.0,45-54,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,31,275000.0,360,,25-34,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,31,285000.0,360,,>74,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,1,395000.0,360,85.0,35-44,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,2,1,225000.0,360,74.0,25-34,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,4,0,1,225000.0,360,69.0,25-34,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,1,135000.0,360,54.0,25-34,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,5,0,32,375000.0,360,123.0,>74,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,32,155000.0,120,139.0,45-54,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,0,1,245000.0,360,70.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,325000.0,360,241.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,4,0,1,215000.0,360,335.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,1,205000.0,180,0.0,45-54,1
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,4,0,32,375000.0,360,123.0,>74,10
2019,37135,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,1,20005000.0,120,,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,4,505000.0,360,122.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,1,695000.0,Exempt,,8888,1111
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,505000.0,360,98.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,1,805000.0,360,284.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,1,1165000.0,360,251.0,35-44,5
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,4,0,32,345000.0,360,216.0,55-64,10
2019,37135,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,1,245000.0,360,115.0,25-34,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,32,365000.0,360,120.0,55-64,1
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,305000.0,360,154.0,25-34,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,31,285000.0,180,140.0,55-64,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,1,355000.0,240,127.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,855000.0,360,360.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,1,3305000.0,360,657.0,45-54,1
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,1,1015000.0,360,695.0,55-64,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,31,655000.0,360,235.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,0,1,275000.0,240,79.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,31,415000.0,360,92.0,25-34,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,205000.0,360,126.0,55-64,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,31,145000.0,360,38.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,American Indian or Alaska Native,Male,1,3,1,275000.0,360,407.0,65-74,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,32,215000.0,180,65.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,1,125000.0,180,153.0,55-64,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,1,365000.0,180,182.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,205000.0,360,95.0,25-34,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,Asian,Male,1,3,1,405000.0,360,200.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,3,1,115000.0,360,41.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,1,31,305000.0,180,120.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,6,3,1,275000.0,360,296.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,3,1,245000.0,360,170.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,6,3,1,145000.0,180,72.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,1,1,255000.0,360,95.0,8888,10
2019,37135,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,2,1,325000.0,360,140.0,8888,10
2019,37135,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,155000.0,360,58.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,31,215000.0,180,285.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,1,345000.0,240,160.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,3,31,295000.0,180,158.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,31,375000.0,360,205.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,6,3,31,485000.0,180,358.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,1,355000.0,240,142.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,1,1,205000.0,180,70.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,3,1,145000.0,360,81.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,0,32,485000.0,360,199.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,3,1,385000.0,240,219.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Female,6,3,1,435000.0,360,127.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,1,445000.0,360,139.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,0,31,415000.0,180,352.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,1,325000.0,360,173.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,6,1,32,305000.0,180,158.0,8888,10
2019,37135,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,1,195000.0,360,68.0,8888,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,5,1,305000.0,360,219.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,1,265000.0,360,94.0,25-34,10
2019,37135,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,1,255000.0,360,83.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,3,1,165000.0,360,64.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,1,105000.0,180,187.0,55-64,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,1,355000.0,360,104.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,1,205000.0,360,93.0,55-64,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,1,255000.0,360,56.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,1,335000.0,360,112.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,4,0,32,145000.0,180,154.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,235000.0,360,81.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,1,195000.0,360,89.0,55-64,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,1,185000.0,360,138.0,25-34,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,6,1,565000.0,360,338.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,1,315000.0,360,77.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,1,485000.0,360,173.0,>74,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,32,205000.0,180,176.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,1,395000.0,360,145.0,25-34,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,6,31,595000.0,300,269.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Joint,1,6,1,485000.0,360,194.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,3,1,125000.0,360,175.0,35-44,10
2019,37135,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,1,395000.0,360,127.0,25-34,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,2,0,31,75000.0,360,139.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,1,135000.0,360,26.0,25-34,10
2019,37135,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,2,1,355000.0,360,69.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,3,1,165000.0,360,39.0,45-54,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,1,155000.0,360,60.0,35-44,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,1,205000.0,360,115.0,55-64,10
2019,37135,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,1,205000.0,360,39.0,35-44,1
